p_block,p_section,p_coherence,p_direction1,p_direction2,p_direction_response,p_direction_RT,p_change_response,p_change_RT,p_confidence,p_full_correct,p_without5_correct,p_full_total,p_without5_total,p_full_avg,p_witout5_avg,p_total_time,sub,age,sex,handedness,loop,trial randomization,coherence,condition,direction1,direction2,direction_response,direction_RT,change_response,change_RT,change_confidence,change_confidence_RT,block_direction_avg,block_stable_avg,block_change_avg,total_time,sub,age,sex,handedness,
1,1,1.0,0,-,0,0.031339299999899595,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
1,1,1.0,0,-,0,3.464350700000068,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
1,1,1.0,180,-,180,0.288662899999963,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
1,1,1.0,180,-,180,0.5270974000000024,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
1,1,1.0,180,-,180,0.7804085000000214,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
1,1,1.0,0,-,0,0.2886392000000342,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
1,1,1.0,0,-,0,0.07039050000003044,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
1,1,1.0,180,-,180,0.6777784999999312,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
1,1,1.0,0,-,0,0.01663660000008349,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
1,1,1.0,180,-,180,0.2544880000000376,-,-,-,10,10,10,10,1.0,1.0,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.15,180,-,0,0.45336169999995946,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.4,180,-,180,0.01685829999996713,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.15,180,-,0,0.7506324999999379,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.4,0,-,0,0.27465649999999187,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.4,180,-,180,0.3539860000000772,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.15,180,-,180,0.01673679999998967,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.15,180,-,180,0.016789600000038263,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.4,180,-,180,0.4567812000000231,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.4,180,-,180,0.36871510000014496,-,-,-,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
2,1,0.15,0,-,0,0.016639100000020335,-,-,-,8,5,10,5,0.8,1.0,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,0,180,0,3.740083200000072,['y'],5.559354299999995,1.704,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,180,0,0,3.57617990000017,['y'],4.819137400000045,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,180,0,0,1.1291314999998576,['y'],1.3817441999999573,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,0,180,180,0.888658100000157,['y'],2.612540600000102,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,180,0,0,0.5590808999997989,['y'],0.7216378000000532,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,180,0,0,0.706811499999958,['y'],0.6795157999999901,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,180,0,0,0.48288929999989705,['y'],0.2634348999999929,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,180,0,0,0.3789073999998891,['y'],0.4862124999999651,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,180,0,0,0.8004233999999997,['y'],0.3528224000001501,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
3,2,1.0,0,180,180,0.5454381000001831,['y'],0.7100683000001027,2.0,9,9,10,10,0.9,0.9,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
4,2,0.4,180,0,0,0.7249402999998438,['y'],1.1129699000000528,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
4,2,0.15,0,180,0,2.2832610999998906,['y'],2.9532635000000482,2.0,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
4,2,0.15,180,0,180,2.112331999999924,['y'],3.126138899999887,1.246,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
4,2,0.15,180,0,0,0.6870096000000103,['n'],0.9814581000000544,1.424,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
4,2,0.15,0,180,0,0.8346397000000252,['n'],2.050879899999927,1.72,,,,,,,,555,18,Woman,Right,,,,,,,,,,,,,,,,,555,18,Woman,Right,
