p_block,p_section,p_coherence,p_direction1,p_direction2,p_direction_response,p_direction_RT,p_change_response,p_change_RT,p_confidence,p_full_correct,p_without5_correct,p_full_total,p_without5_total,p_full_avg,p_witout5_avg,p_total_time,sub,age,sex,handedness,loop,trial randomization,coherence,condition,direction1,direction2,direction_response,direction_RT,change_response,change_RT,change_confidence,change_confidence_RT,block_direction_avg,block_stable_avg,block_change_avg,total_time,sub,age,sex,handedness,
1,1,1.0,180,-,180,4.420202100000097,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
1,1,1.0,0,-,0,0.39653500000008535,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
1,1,1.0,0,-,0,0.49965899999983776,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
1,1,1.0,0,-,0,0.4139744999999948,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
1,1,1.0,180,-,180,0.407831299999998,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
1,1,1.0,180,-,180,0.3548117000000275,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
1,1,1.0,0,-,0,0.3177680999999666,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
1,1,1.0,0,-,0,0.24359739999999874,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
1,1,1.0,0,-,0,0.11621859999991102,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
1,1,1.0,180,-,180,0.2997608999999102,-,-,-,10,10,10,10,1.0,1.0,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.4,0,-,0,0.321588500000189,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.4,180,-,180,0.24711419999994177,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.4,0,-,0,0.2884968000000754,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.4,0,-,0,0.31910229999994044,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.15,0,-,0,0.316715300000169,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.15,0,-,0,0.4257967999999437,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.4,180,-,180,0.2831461999999192,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.15,0,-,0,0.4585971999999856,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.4,180,-,180,0.23456569999984822,-,-,-,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
2,1,0.4,0,-,0,0.14723380000009456,-,-,-,10,7,10,7,1.0,1.0,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,0,180,180,3.0972825000001194,['y'],4.533490799999981,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,0,180,180,0.7412512000000788,['y'],3.350277200000164,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,180,0,0,0.6893522999998822,['y'],1.3809605999999803,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,0,180,180,1.0097889999999552,['y'],0.9450206000001344,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,180,0,0,0.3836512999998831,['y'],0.3201438999999482,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,180,0,0,0.6588851000001341,['y'],2.129099700000097,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,180,0,0,0.4827642000000196,['y'],0.2547810000000936,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,0,180,180,0.6188664000001154,['y'],0.25102289999995264,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,180,0,0,0.318331500000113,['y'],0.857527100000425,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
3,2,1.0,180,0,0,0.28048290000015186,['y'],0.26047239999979865,2.0,10,10,10,10,1.0,1.0,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.4,180,0,0,0.5725601999997707,['y'],1.6687927000002674,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.4,180,0,0,0.3790422000001854,['y'],1.3397840000002361,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.15,180,0,180,0.868302699999731,['y'],2.1757345999999416,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.4,180,0,0,0.34220329999971,['y'],1.4250232999997934,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.15,180,0,180,2.6231534999997166,['n'],3.534606100000019,1.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.4,180,0,0,0.5993453999999474,['y'],4.840173099999902,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.15,0,180,0,3.5315905000002203,['n'],1.8700112999999874,1.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.4,0,180,180,0.7859646000001703,['y'],1.4743963999999323,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.15,180,0,180,2.1539506999997684,['n'],2.4765809999998964,1.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
4,2,0.15,0,180,180,1.544087700000091,['n'],4.034952700000304,1.0,6,5,10,5,0.6,1.0,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,0.15,180,0,0,0.5495650999996542,['y'],1.905469499999981,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,1.0,180,0,0,0.2946028999999726,['y'],0.5877408999999716,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,0.15,180,-,180,0.8512734000000819,['n'],1.3611276000001453,1.6059999999999999,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,0.15,180,-,0,1.189492699999846,['y'],0.9500490000000354,1.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,0.15,180,0,0,0.6950429000003169,['y'],2.019318199999816,1.67,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,0.15,180,-,180,1.4128603999997722,['n'],0.6293858000003638,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,1.0,0,180,180,0.48396550000006755,['y'],0.29747439999982817,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,0.15,180,-,180,1.3210355999999592,['n'],0.7328127000000677,1.744,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,0.4,0,180,180,0.36201230000006035,['y'],0.26073840000026394,2.0,,,,,,,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
5,3,0.15,180,-,180,1.0682173999998668,['n'],1.7136198000002878,1.676,9,3,10,3,0.9,1.0,,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
,,,,,,,,,,,,,,,,4.7999997150327545e-06,540,21,Woman,Right,,,,,,,,,,,,,,,,,540,21,Woman,Right,
,,,,,,,,,,,,,,,,,540,21,Woman,Right,0,4,1,1,0,-,0,1.7845453999998426,['n'],3.4617364999999154,2.0,333.01879239999994,,,,,540,21,Woman,Right,
,,,,,,,,,,,,,,,,,540,21,Woman,Right,0,71,0.15,2,180,0,180,1.2909765999997944,['n'],2.029533099999753,1.756,341.1349600000001,,,,,540,21,Woman,Right,
,,,,,,,,,,,,,,,,,540,21,Woman,Right,0,26,0.4,1,180,-,180,0.678252799999882,['n'],2.5336185000001024,1.804,348.06804780000016,,,,,540,21,Woman,Right,
,,,,,,,,,,,,,,,,,540,21,Woman,Right,0,20,0.4,1,0,-,0,0.7521069999997962,['n'],1.3179291999999805,1.784,353.5510449000001,,,,,540,21,Woman,Right,
,,,,,,,,,,,,,,,,,540,21,Woman,Right,0,0,1,1,0,-,0,0.7183608999998796,['n'],1.8700590999997075,1.752,360.0185755,,,,,540,21,Woman,Right,
,,,,,,,,,,,,,,,,,540,21,Woman,Right,0,2,1,1,180,-,180,0.682539700000234,['n'],1.3581473999997797,1.742,366.0175544000001,,,,,540,21,Woman,Right,
