p_block,p_section,p_coherence,p_direction1,p_direction2,p_direction_response,p_direction_RT,p_change_response,p_change_RT,p_confidence,p_full_correct,p_without5_correct,p_full_total,p_without5_total,p_full_avg,p_witout5_avg,p_total_time,sub,age,sex,handedness,loop,trial randomization,coherence,condition,direction1,direction2,direction_response,direction_RT,change_response,change_RT,change_confidence,change_confidence_RT,block_direction_avg,block_stable_avg,block_change_avg,total_time,sub,age,sex,handedness,
1,1,1.0,0,-,180,2.3761398000001464,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,0,-,180,1.5568052999999509,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.607661300000018,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.4341537000000244,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.41087179999999535,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.5655658000000585,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,0,-,180,0.39310939999995753,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,0,-,180,0.5476648999999725,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.37629440000000614,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.2042146999999659,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.030484200000046258,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.11201370000003408,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,0,-,0,0.016259699999864097,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.05632719999994151,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,0,-,0,0.01672010000015689,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.016836300000022675,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.09140370000000075,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,0,-,0,0.01692800000000716,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,0,-,0,0.6118235000001278,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
1,1,1.0,180,-,180,0.061769899999944755,-,-,-,10,10,10,10,1.0,1.0,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
2,1,0.15,0,-,180,1.2168987000000016,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
2,1,0.15,180,-,0,2.051105600000028,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
2,1,0.4,180,-,0,1.4332767000000786,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
2,1,0.4,0,-,0,0.47577739999996993,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
2,1,0.15,0,-,180,0.7636681999999837,-,-,-,,,,,,,,525,19,Woman,Right,,,,,,,,,,,,,,,,,525,19,Woman,Right,
