p_block,p_section,p_coherence,p_direction1,p_direction2,p_direction_response,p_direction_RT,p_change_response,p_change_RT,p_confidence,p_full_correct,p_without5_correct,p_full_total,p_without5_total,p_full_avg,p_witout5_avg,p_total_time,sub,age,sex,handedness,loop,trial randomization,coherence,condition,direction1,direction2,direction_response,direction_RT,change_response,change_RT,change_confidence,change_confidence_RT,block_direction_avg,block_stable_avg,block_change_avg,total_time,sub,age,sex,handedness,
1,1,1.0,0,-,0,0.26758460000019113,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
1,1,1.0,180,-,180,1.466713300000265,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
1,1,1.0,0,-,0,0.5668766999997388,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
1,1,1.0,0,-,0,0.2773304999991524,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
1,1,1.0,0,-,0,0.052541300000484625,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
1,1,1.0,180,-,180,0.01687820000006468,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
1,1,1.0,180,-,180,0.5820278000001053,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
1,1,1.0,180,-,180,0.35274329999992915,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
1,1,1.0,180,-,180,0.01699170000028971,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
1,1,1.0,0,-,0,0.01664219999929628,-,-,-,10,10,10,10,1.0,1.0,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
2,1,0.15,180,-,180,1.2280577999999878,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
2,1,0.15,180,-,0,0.10951840000052471,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
2,1,0.4,180,-,180,0.016634999999951106,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
2,1,0.4,180,-,180,0.6688523000002533,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
2,1,0.15,0,-,0,0.016753199999584467,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
2,1,0.15,180,-,0,0.9332203000003574,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
2,1,0.15,0,-,0,0.01665930000035587,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
2,1,0.4,180,-,180,0.23543869999957678,-,-,-,,,,,,,,577,18,Woman,Right,,,,,,,,,,,,,,,,,577,18,Woman,Right,
