p_block,p_section,p_coherence,p_direction1,p_direction2,p_direction_response,p_direction_RT,p_change_response,p_change_RT,p_confidence,p_full_correct,p_without5_correct,p_full_total,p_without5_total,p_full_avg,p_witout5_avg,p_total_time,sub,age,sex,handedness,loop,trial randomization,coherence,condition,direction1,direction2,direction_response,direction_RT,change_response,change_RT,change_confidence,change_confidence_RT,block_direction_avg,block_stable_avg,block_change_avg,total_time,sub,age,sex,handedness,
1,1,1.0,0,-,0,0.16636470000048575,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
1,1,1.0,0,-,0,2.216941200000292,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
1,1,1.0,0,-,0,0.43355069999961415,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
1,1,1.0,180,-,180,0.16353849999995873,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
1,1,1.0,180,-,180,0.06343740000011167,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
1,1,1.0,180,-,180,0.016882599999917147,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
1,1,1.0,180,-,180,0.5367298999999548,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
1,1,1.0,180,-,180,0.016821499999423395,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
1,1,1.0,180,-,180,0.07093310000072961,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
1,1,1.0,180,-,180,0.05502520000027289,-,-,-,10,10,10,10,1.0,1.0,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.15,180,-,180,0.016658699999425153,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.4,180,-,180,0.05305009999938193,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.15,180,-,180,0.7730201999993369,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.4,0,-,0,0.016684199999872362,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.15,180,-,180,0.016750900000261026,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.15,180,-,0,0.05106999999952677,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.4,0,-,0,0.08307830000012473,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.15,180,-,180,0.04965459999948507,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.15,0,-,180,2.0575473999997484,-,-,-,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
2,1,0.15,180,-,180,0.3136135999993712,-,-,-,8,3,10,3,0.8,1.0,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
3,2,1.0,180,0,0,0.33115509999970527,['y'],2.1797787000004973,2,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
3,2,1.0,180,0,0,0.2644948999995904,['y'],1.3018839000005755,2.0,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
3,2,1.0,180,0,0,0.480535300000156,['y'],0.7734031999998479,2.0,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
3,2,1.0,0,180,180,0.6837727000001905,['y'],0.43368979999922885,2.0,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
3,2,1.0,0,180,180,0.6474155999994764,['y'],1.6001052999999956,2.0,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
3,2,1.0,0,180,180,0.43370969999978115,['y'],0.640227999999297,2.0,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
3,2,1.0,0,180,180,0.40296849999958795,['y'],0.27183940000031726,2.0,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
3,2,1.0,0,180,180,0.4426595000004454,['y'],0.5343610999998418,2.0,,,,,,,,578,18,Man,Right,,,,,,,,,,,,,,,,,578,18,Man,Right,
