p_block,p_section,p_coherence,p_direction1,p_direction2,p_direction_response,p_direction_RT,p_change_response,p_change_RT,p_confidence,p_full_correct,p_without5_correct,p_full_total,p_without5_total,p_full_avg,p_witout5_avg,p_total_time,sub,age,sex,handedness,loop,trial randomization,coherence,condition,direction1,direction2,direction_response,direction_RT,change_response,change_RT,change_confidence,change_confidence_RT,block_direction_avg,block_stable_avg,block_change_avg,total_time,sub,age,sex,handedness,
1,1,1.0,0,-,0,1.3522239999999783,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,0,0.5285232999999607,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,180,0.7632347000001118,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,180,0.7312100000001465,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,0,0.8537416000001485,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,0,0.5449485999999979,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,180,-,180,0.8664370999999846,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,180,-,180,0.35852490000002035,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,180,-,180,0.295515099999875,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,180,-,0,1.1961390999999821,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,180,-,180,0.3791796999998951,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,0,1.0510752000000139,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,180,-,180,0.3916964000000007,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,180,-,180,0.11913750000007894,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,0,0.12089960000002975,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,0,0.0592000999999982,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,180,-,180,0.5209992000000057,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,0,0.2107467999999244,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,0,-,180,0.41010629999982484,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
1,1,1.0,180,-,180,0.11278450000008888,-,-,-,9,9,10,10,0.9,0.9,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
2,1,0.4,0,-,180,0.3893583999999919,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
2,1,0.15,180,-,180,0.1572701000000052,-,-,-,,,,,,,,558,19,Woman,Right,,,,,,,,,,,,,,,,,558,19,Woman,Right,
