p_block,p_section,p_coherence,p_direction1,p_direction2,p_direction_response,p_direction_RT,p_change_response,p_change_RT,p_confidence,p_full_correct,p_without5_correct,p_full_total,p_without5_total,p_full_avg,p_witout5_avg,p_total_time,sub,age,sex,handedness,loop,trial randomization,coherence,condition,direction1,direction2,direction_response,direction_RT,change_response,change_RT,change_confidence,change_confidence_RT,block_direction_avg,block_stable_avg,block_change_avg,total_time,sub,age,sex,handedness,
1,1,1.0,180,-,180,1.115509800001746,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
1,1,1.0,180,-,180,0.36085589999856893,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
1,1,1.0,0,-,0,0.11743299999943702,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
1,1,1.0,0,-,0,0.10813419999612961,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
1,1,1.0,0,-,0,5.683737999999721,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
1,1,1.0,0,-,0,0.24219089999678545,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
1,1,1.0,180,-,180,0.01656580000417307,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
1,1,1.0,0,-,0,0.6327992000005906,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
1,1,1.0,0,-,0,0.07139029999962077,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
1,1,1.0,180,-,180,0.016231300003710203,-,-,-,10,10,10,10,1.0,1.0,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
2,1,0.4,180,-,180,0.378601800002798,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
2,1,0.4,0,-,0,0.01673039999877801,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
2,1,0.4,0,-,0,0.02322950000234414,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
2,1,0.15,180,-,180,0.016874599998118356,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
2,1,0.15,0,-,0,0.01671820000046864,-,-,-,,,,,,,,513,20,Woman,Right,,,,,,,,,,,,,,,,,513,20,Woman,Right,
