p_block,p_section,p_coherence,p_direction1,p_direction2,p_direction_response,p_direction_RT,p_change_response,p_change_RT,p_confidence,p_full_correct,p_without5_correct,p_full_total,p_without5_total,p_full_avg,p_witout5_avg,p_total_time,sub,age,sex,handedness,loop,trial randomization,coherence,condition,direction1,direction2,direction_response,direction_RT,change_response,change_RT,change_confidence,change_confidence_RT,block_direction_avg,block_stable_avg,block_change_avg,total_time,sub,age,sex,handedness,
1,1,1.0,180,-,180,3.2788801999995485,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
1,1,1.0,180,-,180,0.038261000001512,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
1,1,1.0,180,-,180,1.1915303999994649,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
1,1,1.0,0,-,0,1.2029203999991296,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
1,1,1.0,180,-,180,0.29242669999803184,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
1,1,1.0,180,-,180,0.017045600001438288,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
1,1,1.0,0,-,0,0.8691083999983675,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
1,1,1.0,180,-,180,0.9971874000002572,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
1,1,1.0,0,-,0,0.2717350000020815,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
1,1,1.0,0,-,0,0.32715819999793894,-,-,-,10,10,10,10,1.0,1.0,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.4,0,-,180,0.9170028000007733,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,180,0.5066441000017221,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.4,180,-,180,1.4246023000014247,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,0,1.7157671999993909,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,0,1.0639392000011867,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,180,0.2953772000000754,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,0,-,0,0.4300571999992826,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,180,0.4956614000002446,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,180,2.254708300002676,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,180,0.4949367000008351,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.4,180,-,180,0.3102099999996426,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.4,180,-,180,0.3329282999984571,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.4,0,-,0,0.3209650999997393,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,180,0.4142743000011251,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,180,0.3051170999970054,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,180,0.3903606999992917,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,180,-,0,0.5854872999989311,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,0,-,0,0.364220600000408,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.4,180,-,180,0.33640100000047823,-,-,-,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
2,1,0.15,0,-,0,0.4323158000006515,-,-,-,9,4,10,4,0.9,1.0,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,0,180,180,1.8988461999979336,['y'],0.9375456999987364,1.994,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,0,180,180,0.8709611000012956,['y'],0.35940490000211867,1.994,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,0,180,180,0.572530800000095,['y'],0.7755929999984801,2.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,0,180,180,0.48369970000203466,['y'],0.35556519999954617,2.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,0,180,180,0.3753950000027544,['y'],0.27635620000000927,1.996,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,180,0,0,0.4952558000004501,['y'],0.30112500000177533,1.996,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,0,180,180,0.41569849999723374,['y'],0.2584439999991446,1.996,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,0,180,180,0.36247630000070785,['y'],0.14390390000335174,1.996,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,0,180,180,0.3591866000024311,['y'],0.11715519999779644,1.996,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
3,2,1.0,180,0,0,0.3259594000010111,['y'],0.28393770000184304,1.996,10,10,10,10,1.0,1.0,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.4,0,180,180,0.7433831999987888,['y'],0.6441556999998284,2.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.4,0,180,180,0.42982670000128564,['y'],0.3371765999982017,1.994,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.15,180,0,0,2.98197010000149,['n'],2.2898645999994187,1.758,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.4,0,180,180,0.9490531999981613,['y'],1.354933999999048,1.956,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.4,0,180,180,0.4708131000006688,['y'],0.2626907999983814,2.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.15,180,0,0,0.8241269000027387,['y'],0.3304456999976537,1.998,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.4,180,0,0,0.40044599999964703,['y'],0.20042210000246996,1.998,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.4,180,0,0,0.4227155999979004,['y'],0.11322830000062822,1.99,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.4,180,0,0,0.7171946999987995,['y'],0.3629293999983929,2.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
4,2,0.4,0,180,180,0.3486537999997381,['y'],0.16213319999951636,2.0,10,8,10,8,1.0,1.0,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.15,180,0,0,2.8453960999977426,['y'],1.6141419000014139,1.8519999999999999,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,1.0,0,-,180,0.8465364000003319,['n'],1.3206688999998732,1.87,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,1.0,180,0,0,1.350488400003087,['y'],0.3067470999994839,1.998,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.15,180,0,0,2.08034090000001,['n'],0.3208353000009083,1.728,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.15,0,-,180,0.7979216999992786,['n'],1.2335606000015105,1.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.4,0,180,180,0.6531785000006494,['y'],0.38319160000173724,1.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.4,180,-,0,1.5752878000021155,['n'],0.37976160000107484,1.236,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,1.0,0,-,180,1.0134284000014304,['n'],1.311521300001914,1.248,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.4,180,0,0,0.5931808000023011,['y'],0.42088670000157435,1.654,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.15,180,-,180,1.209232000001066,['y'],0.32308460000058403,1.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.4,180,-,0,4.024215900000854,['y'],5.681819500001438,1.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.4,0,180,180,0.4671072999990429,['y'],0.2673520999996981,1.812,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.15,0,180,180,0.7868101999993087,['n'],0.34979549999843584,2.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.15,0,-,180,0.7723272000002908,['n'],0.5925896000007924,1.252,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.4,0,180,0,1.2205351999982668,['y'],0.9993383000000904,1.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.4,0,180,180,1.2295061000004353,['y'],0.29577340000105323,1.798,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.4,0,-,0,1.2442368000010902,['n'],0.9189464000010048,1.1480000000000001,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,0.4,0,180,180,0.7905710999984876,['y'],0.32206520000181627,1.734,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
5,3,1.0,0,180,180,0.35239590000128374,['y'],0.613243899999361,2.0,,,,,,,,502,19,Man,Right,,,,,,,,,,,,,,,,,502,19,Man,Right,
